Идентификатор,Наименование,Адрес,Выручка 2020,Выручка 2021,Выручка 2022,Дельта по выручке,Число сотрудников 2020,Число сотрудников 2021,Число сотрудников 2022,Дельта по сотрудникам
298313,Tokpokki,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица 1905 Года, дом 9, строение 1",28548712.0,22613680.0,39818766.0,11270054.0,6.0,17.0,10.0,4.0
273576,Буханка,"город Москва, Левобережная улица, дом 4, корпус 10",20601051.0,22224940.0,31830114.0,11229063.0,15.0,,16.0,1.0
326690,Караоке-Бар MULE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Новоясеневский проспект, дом 1Б, корпус 1",20590149.0,,31812180.0,11222031.0,19.0,16.0,12.0,-7.0
162980,Кафе-бар «Есенин Пиво»,"город Москва, город Троицк, Академическая площадь, дом 5",26018412.0,31478404.0,37224275.0,11205863.0,11.0,14.0,9.0,-2.0
328181,Буханка,"город Москва, город Московский, улица Москвитина, дом 5, корпус 2",22625969.0,38556535.0,33808741.0,11182772.0,10.0,,6.0,-4.0
283465,KFC,"город Москва, город Зеленоград, Крюковская площадь, дом 1",22546580.0,24474260.0,33720721.0,11174141.0,13.0,,14.0,1.0
176164,Fox&Grapes pub,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Печатники, улица Гурьянова, дом 3",26629721.0,25060550.0,37792566.0,11162845.0,14.0,8.0,7.0,-7.0
284478,Пар кофе,"город Москва, улица Красная Пресня, дом 44, строение 1",21958236.0,32753535.0,33039697.0,11081461.0,6.0,15.0,15.0,9.0
21066,Буфет в ГБУК г.Москвы Театра Уголок дедушки Дурова,"город Москва, улица Дурова, дом 4, строение 1",27326826.0,32016503.0,38367738.0,11040912.0,6.0,19.0,16.0,10.0
370987,THE СОК,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 18, строение 1",25975508.0,33898269.0,37004838.0,11029330.0,12.0,,12.0,0.0
189466,Кафе «Хистеварз»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Касимовская улица, дом 31, корпус 1",26984529.0,31608366.0,38001131.0,11016602.0,16.0,,14.0,-2.0
291027,Abrakadabra doner kebab,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большая Серпуховская улица, дом 17, строение 1",24166888.0,,35179615.0,11012727.0,12.0,7.0,9.0,-3.0
29307,Столовая в школе имени В.В. Маяковского,"город Москва, 1-я улица Машиностроения, дом 3/5А",27113494.0,,38125701.0,11012207.0,9.0,15.0,14.0,5.0
23590,Столовая ГБОУ Школа № 1371 «Крылатское»,"город Москва, улица Крылатские Холмы, дом 45, корпус 1",27653155.0,26169791.0,38652161.0,10999006.0,15.0,7.0,6.0,-9.0
185867,Ламбик,"город Москва, Страстной бульвар, дом 7, строение 1",23534634.0,,34528550.0,10993916.0,6.0,,8.0,2.0
203606,Кафе Авилон,"город Москва, Автозаводская улица, дом 23, корпус 5",28753501.0,24573089.0,39706981.0,10953480.0,18.0,15.0,12.0,-6.0
272550,Кафе «Такси 18»,"город Москва, 1-й Нагатинский проезд, дом 15",22483914.0,37685530.0,33410692.0,10926778.0,10.0,10.0,19.0,9.0
364654,Кафе,"город Москва, Минская улица, дом 1Г, корпус 4",20651634.0,,31551570.0,10899936.0,9.0,,6.0,-3.0
156593,ПРОТОН,"город Москва, город Зеленоград, площадь Шокина, дом 1, строение 6",21134898.0,,31975302.0,10840404.0,18.0,13.0,19.0,1.0
139871,Николай,"город Москва, Пятницкая улица, дом 53/18, строение 1",25013742.0,29796530.0,35845625.0,10831883.0,9.0,14.0,15.0,6.0
150427,Бургер Кинг,"город Москва, Варшавское шоссе, дом 153",20322461.0,,31144253.0,10821792.0,15.0,19.0,19.0,4.0
254481,ПРАВDА Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Кожевнический проезд, дом 4/5, строение 5",23157156.0,,33973892.0,10816736.0,12.0,16.0,19.0,7.0
152119,Столовая Колледжа железнодорожного и городского транспорта,"город Москва, Каланчёвская улица, дом 26, строение 1",20852792.0,38659178.0,31668531.0,10815739.0,17.0,,8.0,-9.0
291704,Шаурмечная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 617А",21198007.0,35614425.0,32013405.0,10815398.0,11.0,,14.0,3.0
343840,Бухара Чайхана,"город Москва, проспект Мира, дом 124, корпус 3",20581142.0,,31351791.0,10770649.0,12.0,8.0,11.0,-1.0
298094,КИМЧИ,"город Москва, улица Бутырский Вал, дом 10",25578731.0,33287411.0,36345428.0,10766697.0,7.0,,7.0,0.0
311253,Парк Развлечения «Замания»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",23050627.0,,33812888.0,10762261.0,19.0,8.0,6.0,-13.0
290824,Хатимаки,"Российская Федерация, город Москва, город Щербинка, Новостроевская улица, дом 6",24379694.0,22909717.0,35118843.0,10739149.0,11.0,16.0,8.0,-3.0
234695,Вкусно - и точка,"город Москва, Каширское шоссе, дом 61Г",24357979.0,39920000.0,35073945.0,10715966.0,8.0,,8.0,0.0
29342,Столовая «ГБОУ СОШ 1179»,"город Москва, Чертановская улица, дом 1А, корпус 3",23437556.0,39416525.0,34137413.0,10699857.0,8.0,8.0,16.0,8.0
356003,Local Chef,"поселение Внуковское, бульвар Андрея Тарковского, земельный участок 1",28039321.0,,38736048.0,10696727.0,18.0,18.0,16.0,-2.0
