Идентификатор,Наименование,Адрес
27219,ТИНАТИН,"город Москва, улица Плющиха, дом 58, строение 1А"
29354,СТОЛОВАЯ ШКОЛЫ 901,"город Москва, улица Подольских Курсантов, дом 18Б"
373912,Столовая Буфетъ,"город Москва, улица Подольских Курсантов, дом 5"
168036,Караоке-бар Ян Пен,"город Москва, улица Покровка, дом 3/7, строение 1Г"
25597,Шоколадное ателье,"город Москва, улица Покровка, дом 40, строение 1"
266424,ONE PRICE COFFEE,"город Москва, улица Покрышкина, дом 4"
302708,Кофе & Сласти,"город Москва, улица Покрышкина, домовладение 8, строение 1"
24330,Шоколадница,"город Москва, улица Пречистенка, дом 40/2, строение 2"
252452,СУШИSTORE,"город Москва, улица Пришвина, дом 17"
370811,Cherry Coffe,"город Москва, улица Пришвина, дом 22"
71429,Тануки,"город Москва, улица Пришвина, дом 9/2"
169608,Смак фуд корт,"город Москва, улица Раменки, дом 3, строение 1"
207790,Речники-19,"город Москва, улица Речников, дом 19"
368611,Столовая,"город Москва, улица Руднёвка, дом 5"
27939,ГБОУ Школа № 1251 Учебный корпус 2,"город Москва, улица Сальвадора Альенде, дом 6"
